2021-03-04 16:20:17,382 00404f3f0a1e00 3.238222
2021-03-04 16:25:16,901 00404f689dde00 3.240760
2021-03-04 16:30:17,421 00404d11142c00 3.204167
2021-03-04 16:35:16,934 00404c02567c00 3.187642
2021-03-04 16:40:16,451 00404943254b00 3.144723
2021-03-04 16:45:16,964 0040482b1b1c00 3.127630
2021-03-04 16:50:16,481 00404616f5c100 3.095151
2021-03-04 16:55:16,999 004044f8f62e00 3.077695
2021-03-04 17:00:16,512 00404303efcb00 3.047115
2021-03-04 17:05:17,031 004040e89b5700 3.014197
2021-03-04 17:10:16,566 00403ed98e0d00 2.982028
2021-03-04 17:15:17,072 00403d34422f00 2.956314
2021-03-04 17:20:16,691 00403ab126c900 2.917062
2021-03-04 17:25:17,210 004039355a3200 2.893881
2021-03-04 17:30:16,729 004037a826dd00 2.869637
2021-03-04 17:35:17,232 00403524bdc800 2.830367
2021-03-04 17:40:16,764 0040337283a600 2.803864
2021-03-04 17:45:17,272 004030d1d65300 2.762807
2021-03-04 17:50:16,795 00403094d21200 2.759083
2021-03-04 17:55:02,297 error
2021-03-04 18:00:16,791 00402b78417600 2.679214
2021-03-04 18:05:17,320 00402990914c00 2.649448
2021-03-04 18:10:01,830 error
2021-03-04 18:15:17,312 004026e7c96c00 2.607897
2021-03-04 18:20:01,936 error
2021-03-04 18:25:17,418 00402315702200 2.548183
2021-03-04 18:30:16,931 004021227c1b00 2.517729
2021-03-04 18:35:16,442 00401f89887a00 2.492769
2021-03-04 18:40:16,959 00401d22396200 2.455213
2021-03-04 18:45:16,478 00401d0dc3b700 2.453964
2021-03-04 18:50:17,005 00401a70d5db00 2.413136
2021-03-04 18:55:16,544 004018a024f800 2.384774
2021-03-04 19:00:17,053 00401834d09800 2.378223
2021-03-04 19:05:16,571 004015fb3ab000 2.343458
2021-03-04 19:10:02,063 error
2021-03-04 19:15:01,528 error
2021-03-04 19:20:17,128 0040126dc1da00 2.287948
2021-03-04 19:25:01,626 error
2021-03-04 19:30:17,109 00400ff8dd4e00 2.249564
2021-03-04 19:35:16,634 00400e959f6000 2.227882
2021-03-04 19:40:17,149 00400d7c081d00 2.210695
2021-03-04 19:45:16,660 00400d67565800 2.209432
2021-03-04 19:50:17,180 00400c8728c700 2.195749
2021-03-04 19:55:16,699 00400b5c043700 2.177491
2021-03-04 20:00:17,236 00400a92f70b00 2.165220
2021-03-04 20:05:16,751 00400a67888100 2.162569
2021-03-04 20:10:17,268 00400a278dc400 2.158663
2021-03-04 20:15:16,782 004009cc208100 2.153083
2021-03-04 20:20:17,413 00400999cb3f00 2.150011
2021-03-04 20:25:16,920 0040091c403100 2.142349
2021-03-04 20:30:17,435 0040088928cd00 2.133371
2021-03-04 20:35:16,968 0040087ff0e300 2.132808
2021-03-04 20:40:16,483 00400a38396f00 2.159681
2021-03-04 20:45:17,028 0040079b6d9500 2.118861
2021-03-04 20:50:16,544 004008cea00200 2.137611
2021-03-04 20:55:17,083 004007740a1d00 2.116457
2021-03-04 21:00:16,600 004008a4945c00 2.135045
2021-03-04 21:05:17,120 00400950d6eb00 2.145558
2021-03-04 21:10:16,639 0040091dfc8c00 2.142455
2021-03-04 21:15:17,184 004009f2811e00 2.155426
2021-03-04 21:20:16,819 00400934f1a800 2.143856
2021-03-04 21:25:17,339 00400a75190200 2.163397
2021-03-04 21:30:16,854 00400a41604f00 2.160240
2021-03-04 21:35:17,371 004007f7a33700 2.124489
2021-03-04 21:40:16,881 00400992b14e00 2.149578
2021-03-04 21:45:17,399 00400c46efc100 2.191829
2021-03-04 21:50:16,920 00400aed73f000 2.170742
2021-03-04 21:55:17,432 00400872746a00 2.131985
2021-03-04 22:00:16,951 00400c7e7f6900 2.195220
2021-03-04 22:05:16,470 00400b89658300 2.180260
2021-03-04 22:10:16,989 00400b98639400 2.181175
2021-03-04 22:15:16,503 004009b1d20e00 2.151478
2021-03-04 22:20:17,165 00400bd88e3900 2.185092
2021-03-04 22:25:16,682 00400b1b7f0b00 2.173553
2021-03-04 22:30:17,182 00400ae1d85700 2.170034
2021-03-04 22:35:16,699 00400c32722800 2.190578
2021-03-04 22:40:17,212 00400b46bf9600 2.176192
2021-03-04 22:45:16,730 00400ebe954100 2.230382
2021-03-04 22:50:17,249 00400af7158c00 2.171330
2021-03-04 22:55:16,763 00400c35441900 2.190751
2021-03-04 23:00:17,279 00400d91936b00 2.212010
2021-03-04 23:05:16,792 00400f76b4a900 2.241620
2021-03-04 23:10:17,309 00400ea937f400 2.229078
2021-03-04 23:15:16,824 00400ebdf22500 2.230343
2021-03-04 23:20:16,451 004011aab46b00 2.276043
2021-03-04 23:25:16,969 004010a0538700 2.259785
2021-03-04 23:30:16,472 0040100d4b3200 2.250811
2021-03-04 23:35:16,980 004010d255f300 2.262837
2021-03-04 23:40:16,511 004012faa32f00 2.296547
2021-03-04 23:45:17,015 004013dbdc7000 2.310294
2021-03-04 23:50:16,532 004013d967c900 2.310144
2021-03-04 23:55:17,049 00401458ebc300 2.317927
2021-03-05 00:00:16,565 00401585a05400 2.336280
2021-03-05 00:05:17,109 0040168ac13900 2.352218
2021-03-05 00:10:16,632 00401648784200 2.348173
2021-03-05 00:15:17,175 00401840467a00 2.378922
2021-03-05 00:20:16,797 0040185dcced00 2.380724
2021-03-05 00:25:17,322 00401944dde400 2.394828
2021-03-05 00:30:16,840 004019da913600 2.403965
2021-03-05 00:35:17,362 00401800196500 2.375005
2021-03-05 00:40:16,886 00401a63b3ae00 2.412335
2021-03-05 00:45:17,425 00401908176200 2.391118
2021-03-05 00:50:16,951 00401a766d6500 2.413478
2021-03-05 00:55:16,478 0040190c4a3b00 2.391375
2021-03-05 01:00:17,001 00401815afc600 2.376323
2021-03-05 01:05:16,548 00401bc76cd400 2.434046
2021-03-05 01:10:17,080 00401904007900 2.390869
2021-03-05 01:15:16,605 00401979b5b100 2.398053
2021-03-05 01:20:17,232 0040198f59ab00 2.399374
2021-03-05 01:25:16,749 004018c49d2500 2.387000
2021-03-05 01:30:17,274 00401979909400 2.398044
2021-03-05 01:35:16,789 0040171c563900 2.361104
2021-03-05 01:40:17,288 004019d744ee00 2.403763
2021-03-05 01:45:16,802 0040186bfbec00 2.381590
2021-03-05 01:50:17,321 0040186fbcaf00 2.381819
2021-03-05 01:55:16,838 004017438bbb00 2.363497
2021-03-05 02:00:17,359 004014bfaa6500 2.324198
2021-03-05 02:05:01,863 error
2021-03-05 02:10:17,343 00401539672f00 2.331628
2021-03-05 02:15:16,861 004013a49e4d00 2.306922
2021-03-05 02:20:16,511 004012b0844200 2.292023
2021-03-05 02:25:17,041 0040132e772e00 2.299710
2021-03-05 02:30:16,561 004011f62caf00 2.280650
2021-03-05 02:35:17,080 00400f12e29b00 2.235527
2021-03-05 02:40:16,599 00400ec3f35a00 2.230709
2021-03-05 02:45:17,112 00400df2009b00 2.217895
2021-03-05 02:55:17,142 00400cbe855300 2.199128
2021-03-05 03:00:16,660 00400a76eff700 2.163509
2021-03-05 03:05:17,204 00400875180100 2.132146
2021-03-05 03:10:16,720 004006dad86000 2.107107
2021-03-05 03:15:17,239 0040072acc8500 2.111987
2021-03-05 03:20:16,863 0040072d753b00 2.112149
2021-03-05 03:25:17,372 0040047e2b3500 2.070200
2021-03-05 03:30:16,890 0040042f276800 2.065377
2021-03-05 03:35:17,409 004002dbd26f00 2.044666
2021-03-05 03:40:16,921 004004563c0a00 2.067763
2021-03-05 03:45:17,428 004001abfb3500 2.026121
2021-03-05 03:50:16,947 004001d561d100 2.028648
2021-03-05 03:55:16,462 003ffc3516c400 1.970370
2021-03-05 04:00:16,980 003ffa039f7d00 1.953235
2021-03-05 04:05:16,499 003ff7123ac400 1.930243
2021-03-05 04:10:17,013 003ff6e4373e00 1.928839
2021-03-05 04:15:16,531 003ff45ae75200 1.909024
2021-03-05 04:20:17,151 003ff1207db700 1.883803
2021-03-05 04:25:16,670 003ff41c01f200 1.907104
2021-03-05 04:30:17,187 003feec9fec200 1.865539
2021-03-05 04:35:16,699 003fe7a6c39900 1.809776
2021-03-05 04:40:17,213 003fe8d1ceec00 1.818902
2021-03-05 04:45:16,758 003fe5ba410500 1.794746
2021-03-05 04:50:17,273 003fe1665cc000 1.760936
2021-03-05 04:55:16,792 003fdb066caa00 1.711133
2021-03-05 05:00:02,284 error
2021-03-05 05:05:16,787 003fdb24806400 1.712051
2021-03-05 05:10:17,319 003fd349ef6e00 1.650693
2021-03-05 05:15:16,844 003fd52b4aaf00 1.665383
2021-03-05 05:20:16,480 003fd69c2c7d00 1.676640
2021-03-05 05:25:16,991 003fd19ff9ac00 1.637694
2021-03-05 05:30:16,488 003fca94afea00 1.582662
2021-03-05 05:35:17,010 003fc85e74f900 1.565382
2021-03-05 05:40:16,530 003fcdeed4ec00 1.608850
2021-03-05 05:45:17,043 003fc9257d8a00 1.571456
2021-03-05 05:50:16,560 003fc1a3473e00 1.512795
2021-03-05 05:55:17,079 003fcb6cb60a00 1.589255
2021-03-05 06:00:16,592 003fba9b241e00 1.457859
2021-03-05 06:05:17,105 003fc7593abf00 1.557410
2021-03-05 06:10:16,620 003fbdbeeef600 1.482389
2021-03-05 06:15:17,150 003fb7f4570f00 1.437144
2021-03-05 06:20:16,783 003fb799457000 1.434364
2021-03-05 06:25:17,315 003fb71bff4800 1.430541
2021-03-05 06:30:16,832 003fb06eea2f00 1.378384
2021-03-05 06:35:17,349 003fb840967500 1.439471
2021-03-05 06:40:16,864 003fafbd959c00 1.372973
2021-03-05 06:45:17,381 003fab4348bb00 1.337990
2021-03-05 06:50:16,900 003fabe8c49c00 1.343040
2021-03-05 06:55:17,419 003fb4f65f0600 1.413768
2021-03-05 07:00:01,918 error
2021-03-05 07:05:17,400 003fa744ba4200 1.306784
2021-03-05 07:10:16,913 003fb49ddeec00 1.411067
2021-03-05 07:15:02,421 error
2021-03-05 07:20:17,010 003fa6df741600 1.303694
2021-03-05 07:25:16,528 003faad4056000 1.334595
2021-03-05 07:30:17,044 003fb1ddc3b400 1.389580
2021-03-05 07:35:16,561 003fb54df81b00 1.416441
2021-03-05 07:40:17,083 003fb16bf53400 1.386107
2021-03-05 07:45:16,605 003fa9e74c1900 1.327371
2021-03-05 07:50:17,111 003fb38fa58200 1.402821
2021-03-05 07:55:16,631 003faa934d6f00 1.332620
2021-03-05 08:00:17,149 003fb07f01d500 1.378875
2021-03-05 08:05:16,653 003fb4d09de200 1.412616
2021-03-05 08:10:17,187 003fb24a58bb00 1.392893
2021-03-05 08:15:16,719 003fb094380700 1.379523
2021-03-05 08:20:17,353 003fbb1b962d00 1.461779
2021-03-05 08:25:16,870 003fb5c17f1000 1.419967
2021-03-05 08:30:17,390 003fbab3a2b000 1.458606
2021-03-05 08:35:01,893 error
2021-03-05 08:40:02,381 error
2021-03-05 08:45:01,846 error
2021-03-05 08:50:17,328 003fcacb071d00 1.584320
2021-03-05 08:55:16,842 003fc4231ee200 1.532321
2021-03-05 09:00:17,360 003fcd67c47500 1.604729
2021-03-05 09:05:16,903 003fd0edd5f300 1.632258
2021-03-05 09:10:17,421 003fdba78bec00 1.716050
2021-03-05 09:15:16,940 003fd46f3b9b00 1.659644
2021-03-05 09:20:16,572 003fd2847e3300 1.644668
2021-03-05 09:25:17,089 003fe254f15c00 1.768217
2021-03-05 09:30:16,601 003fd850c85b00 1.689965
2021-03-05 09:35:17,118 003fdcc8919e00 1.724870
2021-03-05 09:40:01,617 error
2021-03-05 09:45:17,100 003fe764801800 1.807754
2021-03-05 09:50:16,609 003fedb3fdb800 1.857055
2021-03-05 09:55:17,120 003febe6071100 1.842957
2021-03-05 10:00:16,639 003ff1c788a500 1.888901
2021-03-05 10:05:17,152 003ff5630e8300 1.917085
2021-03-05 10:10:16,669 003ffc8f375f00 1.973120
2021-03-05 10:15:17,210 003ffc185aa500 1.969493
2021-03-05 10:20:16,841 0040015cdfe600 2.021293
2021-03-05 10:25:17,352 0040041b5c2700 2.064169
2021-03-05 10:30:16,869 00400653132200 2.098820
2021-03-05 10:35:17,410 0040080f117200 2.125919
2021-03-05 10:40:16,929 0040096da3a300 2.147316
2021-03-05 10:45:16,442 00400b0291fc00 2.172031
2021-03-05 10:50:16,951 00400ee65cd000 2.232810
2021-03-05 10:55:16,476 00400feb69e900 2.248743
2021-03-05 11:00:17,019 0040126e8f9700 2.287997
2021-03-05 11:05:16,552 004015127f1c00 2.329253
2021-03-05 11:10:17,081 0040180fa6d500 2.375955
2021-03-05 11:15:16,606 004019d2d37c00 2.403492
2021-03-05 11:20:17,240 00401cf9078600 2.452699
2021-03-05 11:25:01,766 error
2021-03-05 11:30:17,268 004021e750f200 2.529743
2021-03-05 11:35:16,793 0040243e423c00 2.566299
2021-03-05 11:40:17,323 0040268816dc00 2.602056
2021-03-05 11:45:16,865 00402945414900 2.644851
2021-03-05 11:50:17,399 00402bb6f40d00 2.683041
2021-03-05 11:55:16,926 00402f20492200 2.736345
2021-03-05 12:00:17,467 004030e8259900 2.764168
2021-03-05 12:05:16,982 00403505a6f200 2.828469
2021-03-05 12:10:01,508 error
2021-03-05 12:15:16,990 00403a52575b00 2.911275
2021-03-05 12:20:16,639 00403d22780300 2.955228
2021-03-05 12:25:17,165 00403ed0c94300 2.981493
2021-03-05 12:30:16,690 004042467d1d00 3.035552
2021-03-05 12:35:17,202 0040444b7e1500 3.067107
2021-03-05 12:40:16,720 004046f2805000 3.108551
2021-03-05 12:45:17,238 00404884c36b00 3.133103
2021-03-05 12:50:16,769 00404b6aeda800 3.178401
2021-03-05 12:55:17,289 00404cacd75300 3.198049
2021-03-05 13:00:16,802 004050bb56d900 3.261434
2021-03-05 13:05:17,327 004051b667e400 3.276757
2021-03-05 13:10:16,841 00405628ced400 3.346240
2021-03-05 13:15:17,360 0040579b2b8300 3.368845
2021-03-05 13:20:16,967 004058ab099e00 3.385439
2021-03-05 13:25:16,488 00405ac931c600 3.418529
2021-03-05 13:30:17,002 00405cda52b000 3.450825
2021-03-05 13:35:16,519 00405dd1a94100 3.465921
2021-03-05 13:40:17,028 00405f9363cb00 3.493370
2021-03-05 13:45:16,540 004060f5a85900 3.514993
2021-03-05 13:50:17,050 0040620a1c1000 3.531867
2021-03-05 13:55:16,570 00406301c4c200 3.546982
2021-03-05 14:00:17,090 004064d2a47600 3.575356
2021-03-05 14:05:16,609 004065c8925b00 3.590366
2021-03-05 14:10:17,124 004066764c3800 3.600970
2021-03-05 14:15:16,641 004067bbb10900 3.620830
2021-03-05 14:20:17,269 00406825133a00 3.627262
2021-03-05 14:25:16,783 0040692b301600 3.643260
2021-03-05 14:30:17,300 00406a23042900 3.658387
2021-03-05 14:35:16,843 004069cd13d300 3.653141
2021-03-05 14:40:17,366 00406b71cfb100 3.678821
2021-03-05 14:45:01,866 error
2021-03-05 14:50:17,357 00406c2cbe9a00 3.690230
2021-03-05 14:55:16,873 00406bdc499a00 3.685320
2021-03-05 15:00:17,390 00406ccbeb2800 3.699946
2021-03-05 15:05:16,910 00406cad9f3a00 3.698096
2021-03-05 15:10:17,419 00406cb8a01000 3.698768
2021-03-05 15:15:16,932 00406d402c6500 3.707041
2021-03-05 15:20:16,581 00406c34271b00 3.690683
2021-03-05 15:25:17,098 00406cb0af1700 3.698283
2021-03-05 15:30:16,615 00406c3c1a2e00 3.691168
2021-03-05 15:35:17,132 00406b38b98e00 3.675337
2021-03-05 15:40:16,673 00406ac604cc00 3.668335
2021-03-05 15:45:17,192 00406ab000be00 3.666992
2021-03-05 15:50:01,700 error
2021-03-05 15:55:17,198 004068c9c30600 3.637314
2021-03-05 16:00:16,707 0040674a81c800 3.613922
2021-03-05 16:05:17,225 004067d22bfa00 3.622202
2021-03-05 16:10:16,763 004065f97d8500 3.593352
2021-03-05 16:15:17,280 004064a9842d00 3.572846
2021-03-05 16:20:16,902 0040625b065b00 3.536805
2021-03-05 16:25:17,419 004062db60bd00 3.544639
2021-03-05 16:30:16,933 004061a677d400 3.525785
2021-03-05 16:35:16,450 00405fa835a600 3.494641
2021-03-05 16:40:16,969 00405f9d18be00 3.493963
2021-03-05 16:45:16,484 00405d262e3100 3.455455
2021-03-05 16:50:01,986 error
2021-03-05 16:55:16,470 00405bd0826d00 3.434601
2021-03-05 17:00:16,979 004059d2779800 3.403470
2021-03-05 17:05:16,515 00405894a70f00 3.384073
2021-03-05 17:10:17,030 00405726342100 3.361706
2021-03-05 17:15:16,540 00405644126400 3.347904
2021-03-05 17:20:17,135 00405522130000 3.330204
2021-03-05 17:25:01,665 error
2021-03-05 17:30:17,150 0040521df1da00 3.283077
2021-03-05 17:35:16,669 00404f89842600 3.242768
2021-03-05 17:40:02,166 error
2021-03-05 17:45:16,643 00404cd2a65c00 3.200356
2021-03-05 17:50:17,152 00404ad5ed1600 3.169306
2021-03-05 17:55:16,681 004048f62bf100 3.140024
2021-03-05 18:00:17,190 00404750b2c100 3.114300
2021-03-05 18:05:16,703 0040457eacf300 3.085856
2021-03-05 18:10:17,220 00404366004100 3.053100
2021-03-05 18:15:16,761 004041e87db000 3.029814
2021-03-05 18:20:17,404 004041063d1e00 3.016005
2021-03-05 18:25:16,927 00403ee8a01200 2.982948
2021-03-05 18:30:17,442 00403ca79d6200 2.947730
2021-03-05 18:35:16,961 00403b14400b00 2.923110
2021-03-05 18:40:16,492 0040393b8aec00 2.894258
2021-03-05 18:45:17,009 004037a1b34100 2.869244
2021-03-05 18:50:16,553 0040357b89a300 2.835664
2021-03-05 18:55:17,070 004032f0e64000 2.795953
2021-03-05 19:00:16,589 00403022bcca00 2.752120
2021-03-05 19:05:17,102 00402f4dbbbd00 2.739119
2021-03-05 19:10:01,595 error
2021-03-05 19:15:17,079 00402ab1679800 2.667077
2021-03-05 19:20:16,689 00402999459100 2.649979
2021-03-05 19:25:17,203 004026dcac3200 2.607218
2021-03-05 19:30:16,705 00402484478300 2.570573
2021-03-05 19:35:02,197 error
2021-03-05 19:40:16,679 0040212c8ee700 2.518344
2021-03-05 19:45:17,198 00401ef7ad2000 2.483866
2021-03-05 19:50:16,702 00401da873a200 2.463406
2021-03-05 19:55:17,209 00401b48615600 2.426292
2021-03-05 20:00:16,746 00401a05334800 2.406567
2021-03-05 20:05:17,262 00401843704f00 2.379116
2021-03-05 20:10:16,780 00401578767f00 2.335477
2021-03-05 20:15:02,284 error
2021-03-05 20:20:16,879 00401390b05700 2.305706
2021-03-05 20:25:02,377 error
2021-03-05 20:30:16,879 00401178dad700 2.273001
2021-03-05 20:35:17,411 00400f04abc400 2.234659
2021-03-05 20:40:16,930 00400f59d5e700 2.239857
2021-03-05 20:45:16,449 00400cc8b41400 2.199749
2021-03-05 20:50:16,960 00400bdc4dfe00 2.185321
2021-03-05 20:55:16,506 00400b24f3b800 2.174130
2021-03-05 21:00:17,023 00400951b58900 2.145612
2021-03-05 21:05:16,540 00400867b0bb00 2.131328
2021-03-05 21:10:17,049 004007bb30e800 2.120800
2021-03-05 21:15:16,561 0040062cde9000 2.096488
2021-03-05 21:20:17,206 00400545ad8900 2.082377
2021-03-05 21:25:16,739 004004066a0c00 2.062891
2021-03-05 21:30:17,254 004003c873dc00 2.059109
2021-03-05 21:35:16,776 004002c1d17600 2.043079
2021-03-05 21:40:17,287 00400144a68700 2.019814
2021-03-05 21:45:16,804 0040012af1be00 2.018245
2021-03-05 21:50:17,322 00400045674600 2.004235
2021-03-05 21:55:16,841 003fffb8ca9600 1.997826
2021-03-05 22:00:17,364 003ffd3b16cb00 1.978365
2021-03-05 22:05:16,879 003ffdb48ddf00 1.982072
2021-03-05 22:10:17,393 003ffd600e8800 1.979493
2021-03-05 22:15:16,910 003ffbe98a8300 1.968064
2021-03-05 22:20:16,542 003ffd85e88b00 1.980648
2021-03-05 22:25:17,064 003ffb63a12200 1.963977
2021-03-05 22:30:16,573 003ffbc07b5b00 1.966811
2021-03-05 22:35:17,089 003ffb3c2ff300 1.962774
2021-03-05 22:40:16,604 003ffbc4c2e600 1.966942
2021-03-05 22:45:17,121 003ffac6be9900 1.959190
2021-03-05 22:50:16,629 003ffb0840a800 1.961189
2021-03-05 22:55:17,138 003ff9b03d6f00 1.950690
2021-03-05 23:00:16,679 003ff9a9dc9700 1.950496
2021-03-05 23:05:17,192 003ff91514e300 1.945955
2021-03-05 23:10:16,721 003ff771a23f00 1.933155
2021-03-05 23:15:02,224 error
2021-03-05 23:20:16,822 003ff6dc546500 1.928598
2021-03-05 23:25:17,339 003ff5a7387100 1.919165
2021-03-05 23:30:16,881 003ff4a05f1000 1.911144
2021-03-05 23:35:17,399 003ff4b2b0ed00 1.911703
2021-03-05 23:40:16,944 003ff334d00c00 1.900049
2021-03-05 23:45:16,461 003ff3cd446100 1.904701
2021-03-05 23:50:16,980 003ff13f66b300 1.884747
2021-03-05 23:55:16,488 003ff23d18cc00 1.892489
2021-03-06 00:00:17,025 003ff0ee9f9a00 1.882282
2021-03-06 00:05:16,553 003ff0d9fcce00 1.881652
2021-03-06 00:10:17,082 003ff190611b00 1.887218
2021-03-06 00:15:16,611 003ff1ac90d600 1.888078
2021-03-06 00:20:17,242 003ff30a43a100 1.898750
2021-03-06 00:25:16,760 003ff220cc0500 1.891625
2021-03-06 00:30:17,279 003ff43da97b00 1.908131
2021-03-06 00:35:16,782 003ff57853c500 1.917734
2021-03-06 00:40:17,287 003ff5d7635a00 1.920635
2021-03-06 00:45:16,802 003ff612bc4300 1.922446
2021-03-06 00:50:17,319 003ff5519f2000 1.916553
2021-03-06 00:55:16,863 003ff831cc1e00 1.939019
2021-03-06 01:00:17,380 003ff85e8d3000 1.940385
2021-03-06 01:05:16,899 003ff90e4ea200 1.945749
2021-03-06 01:10:17,421 003ff8939aea00 1.942004
2021-03-06 01:15:16,940 003ff7c896b200 1.935808
2021-03-06 01:20:16,562 003ffa157e8a00 1.953780
2021-03-06 01:25:17,079 003ff8733bab00 1.941016
2021-03-06 01:30:01,576 error
2021-03-06 01:35:17,060 003ff9edc2cd00 1.952568
2021-03-06 01:40:16,579 003ff7d6f6cc00 1.936247
2021-03-06 01:45:17,099 003ffa0647a000 1.953316
2021-03-06 01:50:16,611 003ff90c25cb00 1.945683
2021-03-06 01:55:17,122 003ff9ae084400 1.950623
2021-03-06 02:00:16,641 003ff92fbd7000 1.946769
2021-03-06 02:05:17,160 003ff84bf95100 1.939818
2021-03-06 02:10:16,705 003ff8d185b700 1.943894
2021-03-06 02:15:17,210 003ff8862b4e00 1.941594
2021-03-06 02:20:01,816 error
2021-03-06 02:25:17,292 003ff8a680c500 1.942581
2021-03-06 02:30:16,810 003ff732508e00 1.931222
2021-03-06 02:35:17,347 003ff6867e1500 1.925979
2021-03-06 02:40:16,874 003ff7783baf00 1.933356
2021-03-06 02:45:17,402 003ff825c60000 1.938652
2021-03-06 02:50:16,925 003ff42b67a300 1.907574
2021-03-06 02:55:17,441 003ff4a93f7900 1.911414
2021-03-06 03:00:01,970 error
2021-03-06 03:05:16,478 003ff303749f00 1.898542
2021-03-06 03:10:16,992 003ff598b7c100 1.918722
2021-03-06 03:15:16,499 003ff3dfedda00 1.905271
2021-03-06 03:20:17,125 003ff35ce15500 1.901271
2021-03-06 03:25:16,641 003ff3b9663700 1.904095
2021-03-06 03:30:17,159 003ff00e28cd00 1.875432
2021-03-06 03:35:16,684 003ff0a8490a00 1.880135
2021-03-06 03:40:17,206 003ff197c4b900 1.887444
2021-03-06 03:45:16,727 003fee5769cb00 1.862042
2021-03-06 03:50:17,241 003fee99bbd700 1.864066
2021-03-06 03:55:16,772 003fedba8ac600 1.857255
2021-03-06 04:00:17,284 003fee6b891700 1.862656
2021-03-06 04:05:16,791 003fec3fd91100 1.845698
2021-03-06 04:10:17,309 003fea131af800 1.828707
2021-03-06 04:15:16,830 003fe821479500 1.813515
2021-03-06 04:20:16,458 003fe7ed0f1e00 1.811921
2021-03-06 04:25:16,967 003fe61fb55700 1.797842
2021-03-06 04:30:16,486 003fe3a07a2200 1.778334
2021-03-06 04:35:01,987 error
2021-03-06 04:40:16,469 003fe15e9a3e00 1.760699
2021-03-06 04:45:16,982 003fdeb699ea00 1.739947
2021-03-06 04:50:16,503 003fdee2caed00 1.741296
2021-03-06 04:55:17,019 003fdcadcba100 1.724053
2021-03-06 05:00:16,550 003fd8fc3a0500 1.695197
2021-03-06 05:05:17,069 003fda5027b600 1.705571
2021-03-06 05:10:16,584 003fdaf3fdcf00 1.710570
2021-03-06 05:15:17,101 003fd766a10b00 1.682819
2021-03-06 05:20:01,730 error
2021-03-06 05:25:17,212 003fd415ad7700 1.656911
2021-03-06 05:30:01,728 error
2021-03-06 05:35:17,236 003fd4781ea900 1.659915
2021-03-06 05:40:16,767 003fd0f5e4da00 1.632503
2021-03-06 05:45:17,280 003fd0491f9d00 1.627231
2021-03-06 05:50:01,810 error
2021-03-06 05:55:17,292 003fce5c2ea700 1.612188
2021-03-06 06:00:16,811 003fccf0321500 1.601080
2021-03-06 06:05:17,348 003fc9e9ead100 1.577450
2021-03-06 06:10:16,878 003fc947d54000 1.572504
2021-03-06 06:15:17,397 003fc842be2f00 1.564536
